,miss_perc,K,n_samples,cv_r2,test_r2,seed
38,0.1,30.0,100.0,-0.4318684127486277,-0.0,37.0
39,0.1,30.0,100.0,-0.21407269749613836,-0.01,38.0
40,0.1,30.0,100.0,-0.05811577300417938,-0.04,39.0
41,0.1,30.0,100.0,-0.038102895088221664,-0.01,40.0
42,0.1,30.0,100.0,-0.12345909962298332,-0.0,41.0
43,0.1,30.0,100.0,-0.424056988783781,-0.02,42.0
44,0.1,30.0,100.0,-0.763877282688776,-0.02,43.0
45,0.1,30.0,100.0,-0.13409694968330124,-0.0,44.0
46,0.1,30.0,100.0,-0.28347822685543833,-0.0,45.0
47,0.1,30.0,100.0,-0.5896628599240193,-0.01,46.0
48,0.1,30.0,100.0,0.06573054602656744,-0.23,47.0
49,0.1,30.0,100.0,-0.39277766468037645,-0.16,48.0
50,0.1,30.0,100.0,-0.08491647180163064,-0.03,49.0
51,0.1,30.0,100.0,-0.061996451090767166,-0.01,50.0
52,0.1,30.0,100.0,-0.025132537064678485,-0.0,51.0
53,0.1,30.0,100.0,-0.0951935958522856,-0.0,52.0
54,0.1,30.0,100.0,-0.01937328454213034,-0.15,53.0
55,0.1,30.0,100.0,-0.04362701516966498,-0.59,54.0
56,0.1,30.0,100.0,-0.08481305520096258,-0.07,55.0
57,0.1,30.0,100.0,-0.18302157855573994,-0.02,56.0
58,0.1,30.0,100.0,-0.21021975066024395,-0.24,57.0
59,0.1,30.0,100.0,0.03561761580886991,-0.21,58.0
60,0.1,30.0,100.0,0.03719684237262115,-0.24,59.0
61,0.1,30.0,100.0,-0.16922576812278106,-0.03,60.0
62,0.1,30.0,100.0,-0.05311346391914475,-0.01,61.0
63,0.1,30.0,100.0,-0.0005073097557086292,-0.28,62.0
64,0.1,30.0,100.0,-0.009698261430067268,-0.05,63.0
65,0.1,30.0,100.0,-0.02132950491723933,-0.01,64.0
66,0.1,30.0,100.0,-0.18497819060595502,-0.01,65.0
67,0.1,30.0,100.0,-0.06442182723618353,-0.07,66.0
68,0.1,30.0,100.0,0.012631343473973789,-0.18,67.0
69,0.1,30.0,100.0,-0.3538938486489679,-0.0,68.0
70,0.1,30.0,100.0,-0.07074481316790053,-0.02,69.0
71,0.1,30.0,100.0,-0.2506215884509472,-0.06,70.0
72,0.1,30.0,100.0,-0.5500812597349791,-0.0,71.0
73,0.1,30.0,100.0,-0.025546110200388394,-0.0,72.0
74,0.1,30.0,100.0,-0.2781240697512229,-0.01,73.0
75,0.1,30.0,100.0,-0.07455451725589843,-0.01,74.0
76,0.1,30.0,100.0,-0.05759613498616749,0.01,75.0
77,0.1,30.0,100.0,-0.1733113642174305,-0.0,76.0
78,0.1,30.0,100.0,-0.3832039096952568,-0.19,77.0
79,0.1,30.0,100.0,-0.10278996996349861,-0.01,78.0
80,0.1,30.0,100.0,-0.29621150075322855,-0.06,79.0
81,0.1,30.0,100.0,-0.14305108231513325,-0.11,80.0
82,0.1,30.0,100.0,-0.17288897811033896,-0.01,81.0
83,0.1,30.0,100.0,-0.6086151977126424,-0.15,82.0
84,0.1,30.0,100.0,-0.1035499585864117,-0.0,83.0
85,0.1,30.0,100.0,-0.09731477860413236,-0.07,84.0
86,0.1,30.0,100.0,-0.02833330456897114,-0.14,85.0
87,0.1,30.0,100.0,-0.2538051382136236,-0.03,86.0
88,0.1,30.0,100.0,-0.03352679535415441,-0.11,87.0
89,0.1,30.0,100.0,-0.17988356980565734,-0.02,88.0
90,0.1,30.0,100.0,-0.30153522256446336,-0.1,89.0
91,0.1,30.0,100.0,-0.08405570171332669,-0.0,90.0
92,0.1,30.0,100.0,-0.1576953104685289,-0.12,91.0
93,0.1,30.0,100.0,-0.0064385809136849655,-0.06,92.0
94,0.1,30.0,100.0,-0.10831364402196683,-0.01,93.0
95,0.1,30.0,100.0,-0.1701293425549503,0.0,94.0
96,0.1,30.0,100.0,-0.025334405893334265,-0.28,95.0
97,0.1,30.0,100.0,-0.013254426732031765,-0.0,96.0
98,0.1,30.0,100.0,-0.31622483942794827,-0.01,97.0
99,0.1,30.0,100.0,-0.1095551796680196,-0.14,98.0
100,0.1,30.0,100.0,-0.27334143739964667,-0.0,99.0
101,0.3,30.0,100.0,-0.14788528092187275,0.07,0.0
102,0.3,30.0,100.0,0.334992562022872,-0.31,1.0
103,0.3,30.0,100.0,-0.08042041755045588,-0.06,2.0
104,0.3,30.0,100.0,0.008434331679016794,0.09,3.0
105,0.3,30.0,100.0,-0.22427630425433262,-0.15,4.0
106,0.3,30.0,100.0,-0.007813053258190084,0.19,5.0
107,0.3,30.0,100.0,0.23328269954397332,-0.19,6.0
108,0.3,30.0,100.0,-0.06508107233089225,-0.01,7.0
109,0.3,30.0,100.0,-0.1583204053337987,-0.03,8.0
110,0.3,30.0,100.0,-0.2122300994243453,0.0,9.0
111,0.3,30.0,100.0,-0.18537657939268368,-0.0,10.0
112,0.3,30.0,100.0,-0.02761636730842785,-0.15,11.0
113,0.3,30.0,100.0,-0.3952561023047552,-0.01,12.0
114,0.3,30.0,100.0,-0.018138126218780148,-0.01,13.0
115,0.3,30.0,100.0,-0.10498612049699627,-0.02,14.0
116,0.3,30.0,100.0,-0.1282565780918217,-0.06,15.0
117,0.3,30.0,100.0,-0.1725121214329905,-0.21,16.0
118,0.3,30.0,100.0,-0.11479725218832373,0.1,17.0
119,0.3,30.0,100.0,-0.09351606971329138,-0.0,18.0
120,0.3,30.0,100.0,-0.025539024190400328,-0.0,19.0
121,0.3,30.0,100.0,0.11356350415731073,0.04,20.0
122,0.3,30.0,100.0,-0.6794662795233805,-0.04,21.0
123,0.3,30.0,100.0,-0.043261236473792854,-0.02,22.0
124,0.3,30.0,100.0,-0.11393378772741425,-0.01,23.0
125,0.3,30.0,100.0,-0.04918544617236607,0.05,24.0
126,0.3,30.0,100.0,-0.06227424179687861,0.08,25.0
127,0.3,30.0,100.0,-0.13724898609577316,-0.0,26.0
128,0.3,30.0,100.0,-0.23111375835957748,-0.11,27.0
129,0.3,30.0,100.0,-0.08676482800596404,-0.01,28.0
130,0.3,30.0,100.0,-0.086943114220059,-0.05,29.0
131,0.3,30.0,100.0,-0.07582190142570688,-0.01,30.0
132,0.3,30.0,100.0,-0.13633686208038348,-0.01,31.0
133,0.3,30.0,100.0,0.021152539685556793,-0.32,32.0
134,0.3,30.0,100.0,-0.0961056905824624,-0.34,33.0
135,0.3,30.0,100.0,-0.08741406312695392,0.09,34.0
136,0.3,30.0,100.0,-0.06790367357700963,-0.0,35.0
137,0.3,30.0,100.0,-0.12290644620938665,-0.0,36.0
138,0.3,30.0,100.0,-0.4318684127486277,-0.0,37.0
139,0.3,30.0,100.0,-0.10047363464527352,0.06,38.0
140,0.3,30.0,100.0,-0.10043483180441926,0.03,39.0
141,0.3,30.0,100.0,-0.038102895088221664,-0.01,40.0
142,0.3,30.0,100.0,-0.12345909962298332,-0.0,41.0
143,0.3,30.0,100.0,-0.424056988783781,-0.02,42.0
144,0.3,30.0,100.0,-0.75073052108291,-0.01,43.0
145,0.3,30.0,100.0,-0.1243685898287723,-0.0,44.0
146,0.3,30.0,100.0,-0.28347822685543833,-0.0,45.0
147,0.3,30.0,100.0,-0.5896628599240193,-0.01,46.0
148,0.3,30.0,100.0,0.3416959837172849,0.05,47.0
149,0.3,30.0,100.0,-0.2313433360702874,0.31,48.0
150,0.3,30.0,100.0,-0.08491647180163064,-0.03,49.0
151,0.3,30.0,100.0,0.011573847230390788,-0.07,50.0
152,0.3,30.0,100.0,0.10844556718885796,0.11,51.0
153,0.3,30.0,100.0,-0.05832754481962341,-0.03,52.0
154,0.3,30.0,100.0,-0.01937328454213034,-0.15,53.0
155,0.3,30.0,100.0,-0.04362701516966498,-0.59,54.0
156,0.3,30.0,100.0,0.0745306539384362,-0.03,55.0
157,0.3,30.0,100.0,-0.1589481199155535,0.02,56.0
158,0.3,30.0,100.0,-0.23170289753069095,-0.11,57.0
159,0.3,30.0,100.0,-0.016639261238113344,-0.01,58.0
160,0.3,30.0,100.0,0.07739318806640128,-0.06,59.0
161,0.3,30.0,100.0,-0.1632145621997488,-0.05,60.0
162,0.3,30.0,100.0,-0.02068242970826788,0.07,61.0
163,0.3,30.0,100.0,0.053253611656173996,0.1,62.0
164,0.3,30.0,100.0,0.0855741928685038,-0.2,63.0
165,0.3,30.0,100.0,0.008448782041960357,-0.03,64.0
166,0.3,30.0,100.0,0.09003227346144235,-0.02,65.0
167,0.3,30.0,100.0,0.1378728257513806,-0.05,66.0
168,0.3,30.0,100.0,-0.011113191909866682,-0.16,67.0
169,0.3,30.0,100.0,-0.3538938486489679,-0.0,68.0
170,0.3,30.0,100.0,0.07564214935561744,-0.02,69.0
171,0.3,30.0,100.0,-0.3150725234405007,-0.02,70.0
172,0.3,30.0,100.0,-0.416201710468893,0.02,71.0
173,0.3,30.0,100.0,-0.025546110200388394,-0.0,72.0
174,0.3,30.0,100.0,-0.2781240697512229,-0.01,73.0
175,0.3,30.0,100.0,-0.07455451725589843,-0.01,74.0
176,0.3,30.0,100.0,-0.08721782919728316,-0.0,75.0
177,0.3,30.0,100.0,-0.1733113642174305,-0.0,76.0
178,0.3,30.0,100.0,-0.3801976578233607,-0.03,77.0
179,0.3,30.0,100.0,0.01785995676807175,0.09,78.0
180,0.3,30.0,100.0,-0.29621150075322855,-0.06,79.0
181,0.3,30.0,100.0,-0.14305108231513325,-0.11,80.0
182,0.3,30.0,100.0,-0.11163598401582957,-0.19,81.0
183,0.3,30.0,100.0,-0.5221685199071028,-0.17,82.0
184,0.3,30.0,100.0,-0.1035499585864117,-0.0,83.0
185,0.3,30.0,100.0,-0.061871861639696116,0.03,84.0
186,0.3,30.0,100.0,-0.07587116468599926,0.01,85.0
187,0.3,30.0,100.0,-0.24770609311630643,-0.01,86.0
188,0.3,30.0,100.0,0.15007807076088547,0.12,87.0
189,0.3,30.0,100.0,-0.11747996648460826,0.16,88.0
190,0.3,30.0,100.0,-0.30153522256446336,-0.1,89.0
191,0.3,30.0,100.0,-0.06409470021623893,0.07,90.0
192,0.3,30.0,100.0,0.0887487202417235,0.02,91.0
193,0.3,30.0,100.0,-0.05574100174606098,0.02,92.0
194,0.3,30.0,100.0,-0.0924569535266779,-0.04,93.0
195,0.3,30.0,100.0,-0.12566908592664564,0.02,94.0
196,0.3,30.0,100.0,-0.017924789250100992,-0.25,95.0
197,0.3,30.0,100.0,-0.013254426732031765,-0.0,96.0
198,0.3,30.0,100.0,-0.31622483942794827,-0.01,97.0
199,0.3,30.0,100.0,-0.1095551796680196,-0.14,98.0
200,0.3,30.0,100.0,0.04113883836531509,-0.12,99.0
201,0.5,30.0,100.0,0.02100885287036074,0.21,0.0
202,0.5,30.0,100.0,0.37926119929962077,0.39,1.0
203,0.5,30.0,100.0,-0.033930616624701114,0.13,2.0
204,0.5,30.0,100.0,0.052101028305974184,0.35,3.0
205,0.5,30.0,100.0,-0.03538830543827254,0.19,4.0
206,0.5,30.0,100.0,0.31914611402696524,0.32,5.0
207,0.5,30.0,100.0,0.3120633706826972,0.16,6.0
208,0.5,30.0,100.0,0.006561177741370772,0.4,7.0
209,0.5,30.0,100.0,-0.019186931471502588,-0.09,8.0
210,0.5,30.0,100.0,0.028266309684413037,0.35,9.0
211,0.5,30.0,100.0,0.1331410670057581,0.52,10.0
212,0.5,30.0,100.0,0.21210325640949962,0.2,11.0
213,0.5,30.0,100.0,-0.11190581795793086,0.24,12.0
214,0.5,30.0,100.0,0.14871966053652247,0.3,13.0
215,0.5,30.0,100.0,0.23821649072758982,0.49,14.0
216,0.5,30.0,100.0,0.3276094796950788,0.19,15.0
217,0.5,30.0,100.0,0.06516757724850837,0.21,16.0
218,0.5,30.0,100.0,0.268497878530417,0.3,17.0
219,0.5,30.0,100.0,-0.03927201865408227,0.1,18.0
220,0.5,30.0,100.0,0.1337030225950541,0.24,19.0
221,0.5,30.0,100.0,-0.08983854059410053,0.16,20.0
222,0.5,30.0,100.0,-0.4918187769782542,0.28,21.0
223,0.5,30.0,100.0,-0.03473042407207596,-0.01,22.0
224,0.5,30.0,100.0,0.36755595688030585,0.33,23.0
225,0.5,30.0,100.0,0.07854963525737073,0.3,24.0
226,0.5,30.0,100.0,-0.21024023151205204,-0.01,25.0
227,0.5,30.0,100.0,0.14337273862849503,0.15,26.0
228,0.5,30.0,100.0,0.3760390799631651,0.44,27.0
229,0.5,30.0,100.0,0.25203777506896513,0.23,28.0
230,0.5,30.0,100.0,0.0696579913110705,0.2,29.0
231,0.5,30.0,100.0,0.1905547517583343,0.36,30.0
232,0.5,30.0,100.0,-0.08248272231718556,0.07,31.0
233,0.5,30.0,100.0,0.18351352586976172,-0.12,32.0
234,0.5,30.0,100.0,0.0848749478313933,0.08,33.0
235,0.5,30.0,100.0,-0.09222768629875584,0.04,34.0
236,0.5,30.0,100.0,0.20518591571082098,0.2,35.0
237,0.5,30.0,100.0,0.2690393870029903,0.54,36.0
238,0.5,30.0,100.0,-0.4318684127486277,-0.0,37.0
239,0.5,30.0,100.0,0.054591633358255606,0.15,38.0
240,0.5,30.0,100.0,0.07922235222886329,0.31,39.0
241,0.5,30.0,100.0,0.091437717994894,0.32,40.0
242,0.5,30.0,100.0,0.01909192523797627,0.14,41.0
243,0.5,30.0,100.0,-0.424056988783781,-0.02,42.0
244,0.5,30.0,100.0,-0.44133648007815635,0.32,43.0
245,0.5,30.0,100.0,0.08111479494963476,0.47,44.0
246,0.5,30.0,100.0,0.400651386012402,0.46,45.0
247,0.5,30.0,100.0,-0.3572700609046085,0.01,46.0
248,0.5,30.0,100.0,0.20421563315116797,0.17,47.0
249,0.5,30.0,100.0,-0.0685843956576361,0.35,48.0
250,0.5,30.0,100.0,-0.08491647180163064,-0.03,49.0
251,0.5,30.0,100.0,0.21706463598488676,0.13,50.0
252,0.5,30.0,100.0,0.06231197329705289,0.2,51.0
253,0.5,30.0,100.0,-0.04514357113221199,0.18,52.0
254,0.5,30.0,100.0,0.14708439272598575,-0.03,53.0
255,0.5,30.0,100.0,0.17407817875740134,-0.02,54.0
256,0.5,30.0,100.0,0.3670589373331016,0.39,55.0
257,0.5,30.0,100.0,-0.13769627481255603,0.17,56.0
258,0.5,30.0,100.0,0.018206882720078043,0.1,57.0
259,0.5,30.0,100.0,0.14986206187412696,-0.22,58.0
260,0.5,30.0,100.0,0.4926215007500402,0.53,59.0
261,0.5,30.0,100.0,-0.011120869047705284,0.45,60.0
262,0.5,30.0,100.0,0.20707537102784138,0.06,61.0
263,0.5,30.0,100.0,0.2095069913002936,0.52,62.0
264,0.5,30.0,100.0,-0.009698261430067268,-0.05,63.0
265,0.5,30.0,100.0,-0.020341851429435166,-0.05,64.0
266,0.5,30.0,100.0,0.09148614687329315,0.15,65.0
267,0.5,30.0,100.0,-0.0035877476630787664,-0.05,66.0
268,0.5,30.0,100.0,0.08515522245264684,0.33,67.0
269,0.5,30.0,100.0,-0.2822317536574638,0.29,68.0
270,0.5,30.0,100.0,0.3028390799644885,0.36,69.0
271,0.5,30.0,100.0,-0.0012749394024542005,0.31,70.0
272,0.5,30.0,100.0,-0.45922319308781967,-0.04,71.0
273,0.5,30.0,100.0,-0.025546110200388394,-0.0,72.0
274,0.5,30.0,100.0,-0.2481350076472541,0.2,73.0
275,0.5,30.0,100.0,-0.048655260086713704,0.15,74.0
276,0.5,30.0,100.0,-0.08721782919728316,-0.0,75.0
277,0.5,30.0,100.0,-0.04922977706880971,0.21,76.0
278,0.5,30.0,100.0,-0.23027265065830207,0.06,77.0
279,0.5,30.0,100.0,-0.06180873597699823,0.2,78.0
280,0.5,30.0,100.0,-0.046610612089488024,0.22,79.0
281,0.5,30.0,100.0,-0.14305108231513325,-0.11,80.0
282,0.5,30.0,100.0,-0.08954169626077228,0.1,81.0
283,0.5,30.0,100.0,-0.5294905575726716,0.04,82.0
284,0.5,30.0,100.0,0.25091978982685215,0.23,83.0
285,0.5,30.0,100.0,0.1977107808805522,0.34,84.0
286,0.5,30.0,100.0,-0.04787205641356722,0.38,85.0
287,0.5,30.0,100.0,0.07048528109032384,0.18,86.0
288,0.5,30.0,100.0,-0.03358655369681185,0.51,87.0
289,0.5,30.0,100.0,0.14134445134519816,0.42,88.0
290,0.5,30.0,100.0,0.09277544436090483,0.27,89.0
291,0.5,30.0,100.0,0.1496284883687283,0.15,90.0
292,0.5,30.0,100.0,0.29062580932458426,0.17,91.0
293,0.5,30.0,100.0,0.3351036009923837,0.54,92.0
294,0.5,30.0,100.0,0.05745813868139882,0.14,93.0
295,0.5,30.0,100.0,0.18450550510933053,0.45,94.0
296,0.5,30.0,100.0,0.09404375429763337,0.01,95.0
297,0.5,30.0,100.0,0.18711647581213145,0.39,96.0
298,0.5,30.0,100.0,-0.31622483942794827,-0.01,97.0
299,0.5,30.0,100.0,0.25448090734878404,0.29,98.0
300,0.5,30.0,100.0,0.37864770687519816,0.59,99.0
301,0.1,30.0,300.0,-0.003202037608429409,-0.03,0.0
302,0.1,30.0,300.0,-0.029096193034635443,-0.04,1.0
303,0.1,30.0,300.0,-0.06874480695694411,-0.0,2.0
304,0.1,30.0,300.0,-0.05163218356575423,-0.05,3.0
305,0.1,30.0,300.0,-0.028927495427545625,-0.0,4.0
306,0.1,30.0,300.0,-0.04914599159431332,-0.0,5.0
307,0.1,30.0,300.0,-0.013832327804432864,-0.0,6.0
308,0.1,30.0,300.0,-0.06986622086421079,-0.03,7.0
309,0.1,30.0,300.0,-0.03279975088248719,-0.01,8.0
310,0.1,30.0,300.0,0.0006289050654525897,-0.04,9.0
311,0.1,30.0,300.0,-0.09017955873333645,-0.02,10.0
312,0.1,30.0,300.0,-0.04967456336681506,-0.01,11.0
313,0.1,30.0,300.0,-0.043096091361339406,-0.01,12.0
314,0.1,30.0,300.0,-0.013508652717839454,-0.0,13.0
315,0.1,30.0,300.0,-0.029776323538715444,-0.02,14.0
316,0.1,30.0,300.0,-0.058454355670264226,-0.08,15.0
317,0.1,30.0,300.0,-0.06786153009401612,-0.04,16.0
318,0.1,30.0,300.0,-0.0004248505671899716,0.01,17.0
319,0.1,30.0,300.0,0.002866025050934695,-0.02,18.0
320,0.1,30.0,300.0,0.0056490154976214235,-0.02,19.0
321,0.1,30.0,300.0,-0.023361250380125664,-0.08,20.0
322,0.1,30.0,300.0,-0.0010243165928808696,-0.08,21.0
323,0.1,30.0,300.0,-0.03221055181050323,-0.01,22.0
324,0.1,30.0,300.0,-0.13167161465396865,-0.0,23.0
325,0.1,30.0,300.0,-0.06569210810983575,-0.02,24.0
326,0.1,30.0,300.0,-0.009144221692846299,-0.02,25.0
327,0.1,30.0,300.0,-0.03855607526541207,-0.0,26.0
328,0.1,30.0,300.0,-0.19193864630892823,-0.02,27.0
329,0.1,30.0,300.0,-0.03528949348133459,-0.02,28.0
330,0.1,30.0,300.0,-0.023950247664119507,-0.02,29.0
331,0.1,30.0,300.0,-0.009987725303983596,-0.01,30.0
332,0.1,30.0,300.0,-0.0242615516466272,-0.0,31.0
333,0.1,30.0,300.0,-0.01734242590722821,-0.0,32.0
334,0.1,30.0,300.0,-0.029178515145224092,-0.03,33.0
335,0.1,30.0,300.0,0.01780505371226624,-0.05,34.0
336,0.1,30.0,300.0,-0.05560982240568042,-0.0,35.0
337,0.1,30.0,300.0,0.044633620639643136,-0.01,36.0
338,0.1,30.0,300.0,-0.20043466608524954,-0.0,37.0
339,0.1,30.0,300.0,-0.08083507971370393,-0.0,38.0
340,0.1,30.0,300.0,-0.03243741999564338,-0.07,39.0
341,0.1,30.0,300.0,-0.11961432727103213,-0.06,40.0
342,0.1,30.0,300.0,-0.05086541101692985,-0.01,41.0
343,0.1,30.0,300.0,-0.04734705724487478,-0.0,42.0
344,0.1,30.0,300.0,-0.08951792237811736,-0.09,43.0
345,0.1,30.0,300.0,-0.022308519301908802,-0.0,44.0
346,0.1,30.0,300.0,0.030939218023712068,-0.13,45.0
347,0.1,30.0,300.0,-0.020325799364026453,-0.03,46.0
348,0.1,30.0,300.0,-0.05734987064627113,-0.01,47.0
349,0.1,30.0,300.0,-0.03492808982121809,-0.02,48.0
350,0.1,30.0,300.0,-0.0021542210581379393,-0.04,49.0
351,0.1,30.0,300.0,-0.031643101501003246,-0.0,50.0
352,0.1,30.0,300.0,-0.06935872764459394,-0.0,51.0
353,0.1,30.0,300.0,-0.011842116260002866,-0.0,52.0
354,0.1,30.0,300.0,-0.030652509987978104,-0.01,53.0
355,0.1,30.0,300.0,0.017554511563059004,-0.06,54.0
356,0.1,30.0,300.0,-0.0657132482319871,-0.0,55.0
357,0.1,30.0,300.0,0.006585830859991493,-0.01,56.0
358,0.1,30.0,300.0,-0.026589395206044798,-0.03,57.0
359,0.1,30.0,300.0,-0.022859672228744365,-0.06,58.0
360,0.1,30.0,300.0,-0.019763961608594328,-0.03,59.0
361,0.1,30.0,300.0,-0.027928491449451708,-0.01,60.0
362,0.1,30.0,300.0,-0.01964255798815646,-0.0,61.0
363,0.1,30.0,300.0,-0.0694985671433618,-0.02,62.0
364,0.1,30.0,300.0,-0.03443764494170139,-0.0,63.0
365,0.1,30.0,300.0,-0.006129236764883039,-0.0,64.0
366,0.1,30.0,300.0,-0.03214349846376785,-0.03,65.0
367,0.1,30.0,300.0,-0.012661832891414293,-0.15,66.0
368,0.1,30.0,300.0,-0.0028618527677488404,-0.02,67.0
369,0.1,30.0,300.0,-0.01294935249332787,-0.03,68.0
370,0.1,30.0,300.0,-0.06164753901927496,0.01,69.0
371,0.1,30.0,300.0,0.015954468114796817,-0.02,70.0
372,0.1,30.0,300.0,-0.006651409426541632,0.01,71.0
373,0.1,30.0,300.0,-0.06953779801285784,-0.03,72.0
374,0.1,30.0,300.0,-0.008561003781961719,-0.01,73.0
375,0.1,30.0,300.0,0.01676405627585511,-0.08,74.0
376,0.1,30.0,300.0,-0.03391903788308337,-0.02,75.0
377,0.1,30.0,300.0,-0.02238050455501812,0.03,76.0
378,0.1,30.0,300.0,0.0005068301733261338,-0.02,77.0
379,0.1,30.0,300.0,0.027601357371007107,-0.11,78.0
380,0.1,30.0,300.0,-0.02604349929158132,-0.02,79.0
381,0.1,30.0,300.0,0.010348929813143105,-0.0,80.0
382,0.1,30.0,300.0,0.01527216976953576,-0.04,81.0
383,0.1,30.0,300.0,-0.030141105752354225,-0.01,82.0
384,0.1,30.0,300.0,-0.027993870000469823,-0.1,83.0
385,0.1,30.0,300.0,-0.0690310718890097,-0.02,84.0
386,0.1,30.0,300.0,-0.059352449086127,-0.06,85.0
387,0.1,30.0,300.0,-0.0653429831106184,-0.02,86.0
388,0.1,30.0,300.0,-0.04410063705997798,-0.15,87.0
389,0.1,30.0,300.0,-0.02436068955917454,-0.0,88.0
390,0.1,30.0,300.0,-0.01805624839668942,-0.02,89.0
391,0.1,30.0,300.0,-0.056690086177963964,-0.0,90.0
392,0.1,30.0,300.0,-0.023851959669146418,-0.01,91.0
393,0.1,30.0,300.0,-0.05669890234378623,-0.0,92.0
394,0.1,30.0,300.0,0.07248054405465917,-0.15,93.0
395,0.1,30.0,300.0,-0.044278067301951274,-0.02,94.0
396,0.1,30.0,300.0,-0.009098792693849233,0.01,95.0
397,0.1,30.0,300.0,-0.06482588268016967,-0.03,96.0
398,0.1,30.0,300.0,-0.07827438768848478,-0.07,97.0
399,0.1,30.0,300.0,-0.007424342837911846,-0.01,98.0
400,0.1,30.0,300.0,-0.053167471042672075,-0.01,99.0
401,0.3,30.0,300.0,-0.013532929820930305,-0.04,0.0
402,0.3,30.0,300.0,-0.029096193034635443,-0.04,1.0
403,0.3,30.0,300.0,-0.021824242907203174,-0.03,2.0
404,0.3,30.0,300.0,0.026481692830229962,0.05,3.0
405,0.3,30.0,300.0,-0.028927495427545625,-0.0,4.0
406,0.3,30.0,300.0,-0.04914599159431332,-0.0,5.0
407,0.3,30.0,300.0,0.0027032184420929363,0.02,6.0
408,0.3,30.0,300.0,0.02611580768799704,-0.05,7.0
409,0.3,30.0,300.0,-0.03279975088248719,-0.01,8.0
410,0.3,30.0,300.0,0.01385098883473217,-0.02,9.0
411,0.3,30.0,300.0,-0.09017955873333645,-0.02,10.0
412,0.3,30.0,300.0,-0.04967456336681506,-0.01,11.0
413,0.3,30.0,300.0,-0.0359310852579771,0.02,12.0
414,0.3,30.0,300.0,-0.011438036884906345,-0.01,13.0
415,0.3,30.0,300.0,-0.029776323538715444,-0.02,14.0
416,0.3,30.0,300.0,-0.058454355670264226,-0.08,15.0
417,0.3,30.0,300.0,-0.08234534564048053,-0.03,16.0
418,0.3,30.0,300.0,0.03564950850619917,0.04,17.0
419,0.3,30.0,300.0,0.05480214320934362,-0.01,18.0
420,0.3,30.0,300.0,0.004771384481336805,0.02,19.0
421,0.3,30.0,300.0,-0.023361250380125664,-0.08,20.0
422,0.3,30.0,300.0,0.027504647557917105,-0.03,21.0
423,0.3,30.0,300.0,-0.01101525425716059,-0.02,22.0
424,0.3,30.0,300.0,-0.13167161465396865,-0.0,23.0
425,0.3,30.0,300.0,-0.020712620686369566,0.07,24.0
426,0.3,30.0,300.0,0.02290847540562537,0.08,25.0
427,0.3,30.0,300.0,-0.03855607526541207,-0.0,26.0
428,0.3,30.0,300.0,-0.18602363508395975,-0.01,27.0
429,0.3,30.0,300.0,-0.015271776056365916,-0.02,28.0
