,miss_perc,K,n_samples,cv_r2,test_r2,r2_param,seed
155,0.5,30.0,100.0,0.885633230716864,0.97,0.5,4.0
156,0.5,30.0,100.0,0.8465863848820068,0.92,0.5,5.0
157,0.5,30.0,100.0,0.7460962433361036,0.71,0.5,6.0
158,0.5,30.0,100.0,0.5383151977754564,0.77,0.5,7.0
159,0.5,30.0,100.0,0.49902085410869884,0.78,0.5,8.0
160,0.5,30.0,100.0,0.7769875360674925,0.9,0.5,9.0
161,0.0,30.0,300.0,-0.015107179769789748,-0.04,0.0,0.0
162,0.0,30.0,300.0,-0.029096193034635443,-0.04,0.0,1.0
163,0.0,30.0,300.0,-0.06874480695694411,-0.0,0.0,2.0
164,0.0,30.0,300.0,-0.05163218356575423,-0.05,0.0,3.0
165,0.0,30.0,300.0,-0.028927495427545625,-0.0,0.0,4.0
166,0.0,30.0,300.0,-0.04914599159431332,-0.0,0.0,5.0
167,0.0,30.0,300.0,-0.013832327804432864,-0.0,0.0,6.0
168,0.0,30.0,300.0,-0.07742505924237557,-0.01,0.0,7.0
169,0.0,30.0,300.0,-0.03279975088248719,-0.01,0.0,8.0
170,0.0,30.0,300.0,-0.010588353870278854,-0.0,0.0,9.0
171,0.0,30.0,300.0,-0.04987987780886303,-0.01,0.1,0.0
172,0.0,30.0,300.0,0.07259428497337125,0.07,0.1,1.0
173,0.0,30.0,300.0,-0.08054061243789341,-0.12,0.1,2.0
174,0.0,30.0,300.0,-0.05063348867121684,0.11,0.1,3.0
175,0.0,30.0,300.0,-0.15300927230224648,0.06,0.1,4.0
176,0.0,30.0,300.0,-0.04529300261235956,-0.2,0.1,5.0
177,0.0,30.0,300.0,-0.06822566884754558,0.1,0.1,6.0
178,0.0,30.0,300.0,-0.06806401016893122,-0.04,0.1,7.0
179,0.0,30.0,300.0,0.06877608275845153,-0.04,0.1,8.0
180,0.0,30.0,300.0,-0.026894404809877703,-0.01,0.1,9.0
181,0.0,30.0,300.0,0.14898356098596632,0.2,0.3,0.0
182,0.0,30.0,300.0,0.2551750629634963,0.26,0.3,1.0
183,0.0,30.0,300.0,0.31482350337803283,0.18,0.3,2.0
184,0.0,30.0,300.0,0.19199802303171123,0.3,0.3,3.0
185,0.0,30.0,300.0,0.21781195265415984,0.21,0.3,4.0
186,0.0,30.0,300.0,0.0983049116724392,0.16,0.3,5.0
187,0.0,30.0,300.0,0.14445685363624897,0.22,0.3,6.0
188,0.0,30.0,300.0,0.07879288839274297,0.23,0.3,7.0
189,0.0,30.0,300.0,0.29143016711471326,0.25,0.3,8.0
190,0.0,30.0,300.0,0.10526386105100934,0.27,0.3,9.0
191,0.0,30.0,300.0,0.3732435550906571,0.39,0.5,0.0
192,0.0,30.0,300.0,0.4399577901677135,0.45,0.5,1.0
193,0.0,30.0,300.0,0.3012799561026106,0.42,0.5,2.0
194,0.0,30.0,300.0,0.3403121776715211,0.46,0.5,3.0
195,0.0,30.0,300.0,0.37738996598415725,0.46,0.5,4.0
196,0.0,30.0,300.0,0.3423573697889631,0.36,0.5,5.0
197,0.0,30.0,300.0,0.3705813743392946,0.41,0.5,6.0
198,0.0,30.0,300.0,0.28646890938481967,0.47,0.5,7.0
199,0.0,30.0,300.0,0.3961281546224951,0.39,0.5,8.0
200,0.0,30.0,300.0,0.373252252540096,0.43,0.5,9.0
201,0.1,30.0,300.0,-0.015127150584185633,-0.04,0.0,0.0
202,0.1,30.0,300.0,-0.029096193034635443,-0.04,0.0,1.0
203,0.1,30.0,300.0,-0.06874480695694411,-0.0,0.0,2.0
204,0.1,30.0,300.0,-0.05163218356575423,-0.05,0.0,3.0
205,0.1,30.0,300.0,-0.028927495427545625,-0.0,0.0,4.0
206,0.1,30.0,300.0,-0.04914599159431332,-0.0,0.0,5.0
207,0.1,30.0,300.0,-0.013832327804432864,-0.0,0.0,6.0
208,0.1,30.0,300.0,-0.07872552799110324,-0.01,0.0,7.0
209,0.1,30.0,300.0,-0.03279975088248719,-0.01,0.0,8.0
210,0.1,30.0,300.0,-0.010588353870278854,-0.0,0.0,9.0
211,0.1,30.0,300.0,-0.03907286591968388,0.02,0.1,0.0
212,0.1,30.0,300.0,0.12350863147113891,0.12,0.1,1.0
213,0.1,30.0,300.0,-0.035078406093594625,-0.14,0.1,2.0
214,0.1,30.0,300.0,0.014450613696221627,0.14,0.1,3.0
215,0.1,30.0,300.0,-0.08801716501220842,0.1,0.1,4.0
216,0.1,30.0,300.0,-0.012080063371505934,-0.14,0.1,5.0
217,0.1,30.0,300.0,-0.06974154803808601,0.15,0.1,6.0
218,0.1,30.0,300.0,-0.041334631983956684,0.01,0.1,7.0
219,0.1,30.0,300.0,0.045919067295354,-0.02,0.1,8.0
220,0.1,30.0,300.0,-0.04998184151382359,-0.01,0.1,9.0
221,0.1,30.0,300.0,0.16295982205788612,0.24,0.3,0.0
222,0.1,30.0,300.0,0.2374202802825513,0.31,0.3,1.0
223,0.1,30.0,300.0,0.3230247794397427,0.21,0.3,2.0
224,0.1,30.0,300.0,0.21883595606175846,0.32,0.3,3.0
225,0.1,30.0,300.0,0.28052225519852403,0.24,0.3,4.0
226,0.1,30.0,300.0,0.12003093033133458,0.17,0.3,5.0
227,0.1,30.0,300.0,0.13017093444760863,0.25,0.3,6.0
228,0.1,30.0,300.0,0.10022398433771726,0.21,0.3,7.0
229,0.1,30.0,300.0,0.3050021527245515,0.25,0.3,8.0
230,0.1,30.0,300.0,0.16481923723959194,0.26,0.3,9.0
231,0.1,30.0,300.0,0.38594024284040074,0.44,0.5,0.0
232,0.1,30.0,300.0,0.4279097329538784,0.49,0.5,1.0
233,0.1,30.0,300.0,0.34777211392874047,0.43,0.5,2.0
234,0.1,30.0,300.0,0.3492250775446316,0.49,0.5,3.0
235,0.1,30.0,300.0,0.4185445530721713,0.47,0.5,4.0
236,0.1,30.0,300.0,0.34282878767392116,0.37,0.5,5.0
237,0.1,30.0,300.0,0.3625445360708774,0.45,0.5,6.0
238,0.1,30.0,300.0,0.3207880695816311,0.51,0.5,7.0
239,0.1,30.0,300.0,0.4400134253406229,0.44,0.5,8.0
240,0.1,30.0,300.0,0.4674912914461231,0.44,0.5,9.0
241,0.3,30.0,300.0,-0.015127150584185633,-0.04,0.0,0.0
242,0.3,30.0,300.0,-0.029096193034635443,-0.04,0.0,1.0
243,0.3,30.0,300.0,-0.06874480695694411,-0.0,0.0,2.0
244,0.3,30.0,300.0,-0.051352944092826605,-0.05,0.0,3.0
245,0.3,30.0,300.0,-0.028927495427545625,-0.0,0.0,4.0
246,0.3,30.0,300.0,-0.04914599159431332,-0.0,0.0,5.0
247,0.3,30.0,300.0,-0.012798083967617346,-0.0,0.0,6.0
248,0.3,30.0,300.0,-0.03822096307425056,-0.01,0.0,7.0
249,0.3,30.0,300.0,-0.03279975088248719,-0.01,0.0,8.0
250,0.3,30.0,300.0,0.007210159756036871,-0.01,0.0,9.0
251,0.3,30.0,300.0,-0.015837448899296457,0.12,0.1,0.0
252,0.3,30.0,300.0,0.1060332473585699,0.16,0.1,1.0
253,0.3,30.0,300.0,0.023435237468134206,0.03,0.1,2.0
254,0.3,30.0,300.0,0.05144234301785555,0.18,0.1,3.0
255,0.3,30.0,300.0,0.00850588256622844,0.21,0.1,4.0
256,0.3,30.0,300.0,-0.01754867158791982,-0.05,0.1,5.0
257,0.3,30.0,300.0,0.2075418760173351,0.53,0.1,6.0
258,0.3,30.0,300.0,0.023480268849331676,0.08,0.1,7.0
259,0.3,30.0,300.0,0.13021906801821356,-0.01,0.1,8.0
260,0.3,30.0,300.0,0.004152015451165658,0.05,0.1,9.0
261,0.3,30.0,300.0,0.20395238110449307,0.25,0.3,0.0
262,0.3,30.0,300.0,0.3155552338707336,0.35,0.3,1.0
263,0.3,30.0,300.0,0.387520119702475,0.23,0.3,2.0
264,0.3,30.0,300.0,0.22850076774403477,0.35,0.3,3.0
265,0.3,30.0,300.0,0.3367127148756274,0.29,0.3,4.0
266,0.3,30.0,300.0,0.1923654077509323,0.19,0.3,5.0
267,0.3,30.0,300.0,0.5754646437423033,0.64,0.3,6.0
268,0.3,30.0,300.0,0.14945904418302222,0.3,0.3,7.0
269,0.3,30.0,300.0,0.8269501280025228,0.87,0.3,8.0
270,0.3,30.0,300.0,0.17474110748270963,0.32,0.3,9.0
271,0.3,30.0,300.0,0.43877910666069403,0.47,0.5,0.0
272,0.3,30.0,300.0,0.5098299586651776,0.54,0.5,1.0
273,0.3,30.0,300.0,0.3787494941052743,0.49,0.5,2.0
274,0.3,30.0,300.0,0.5968156441881118,0.73,0.5,3.0
275,0.3,30.0,300.0,0.5288355381542146,0.5,0.5,4.0
276,0.3,30.0,300.0,0.3997310511310782,0.41,0.5,5.0
277,0.3,30.0,300.0,0.5287101401737858,0.53,0.5,6.0
278,0.3,30.0,300.0,0.40323592181395745,0.58,0.5,7.0
279,0.3,30.0,300.0,0.5032520469920675,0.48,0.5,8.0
280,0.3,30.0,300.0,0.47151162844970906,0.46,0.5,9.0
281,0.5,30.0,300.0,-0.015127150584185633,-0.04,0.0,0.0
282,0.5,30.0,300.0,-0.029096193034635443,-0.04,0.0,1.0
283,0.5,30.0,300.0,-0.06874480695694411,-0.0,0.0,2.0
284,0.5,30.0,300.0,-0.05163218356575423,-0.05,0.0,3.0
285,0.5,30.0,300.0,-0.028927495427545625,-0.0,0.0,4.0
286,0.5,30.0,300.0,-0.04846477502461912,0.02,0.0,5.0
287,0.5,30.0,300.0,-0.0033767994656930256,0.0,0.0,6.0
288,0.5,30.0,300.0,-0.09003781112161927,-0.0,0.0,7.0
289,0.5,30.0,300.0,-0.03279975088248719,-0.01,0.0,8.0
290,0.5,30.0,300.0,-0.0007121432229708846,-0.0,0.0,9.0
291,0.5,30.0,300.0,0.9375355891697434,0.94,0.1,0.0
292,0.5,30.0,300.0,0.8782027964732313,0.92,0.1,1.0
293,0.5,30.0,300.0,0.9812222090070437,0.98,0.1,2.0
294,0.5,30.0,300.0,0.7222327322992548,0.76,0.1,3.0
295,0.5,30.0,300.0,0.9412404234425701,0.97,0.1,4.0
296,0.5,30.0,300.0,0.5704138482473836,0.7,0.1,5.0
297,0.5,30.0,300.0,0.5849121597180226,0.66,0.1,6.0
298,0.5,30.0,300.0,0.0951453688319521,0.4,0.1,7.0
299,0.5,30.0,300.0,0.9698377752686799,0.98,0.1,8.0
300,0.5,30.0,300.0,0.8292052915788453,0.85,0.1,9.0
301,0.5,30.0,300.0,0.8578082012492937,0.87,0.3,0.0
302,0.5,30.0,300.0,0.7497460073620819,0.8,0.3,1.0
303,0.5,30.0,300.0,0.8245278523488858,0.9,0.3,2.0
304,0.5,30.0,300.0,0.5386041940873867,0.61,0.3,3.0
305,0.5,30.0,300.0,0.6158194023811039,0.58,0.3,4.0
306,0.5,30.0,300.0,0.8760266615144395,0.89,0.3,5.0
307,0.5,30.0,300.0,0.6957863017516777,0.73,0.3,6.0
308,0.5,30.0,300.0,0.6150363258656236,0.67,0.3,7.0
309,0.5,30.0,300.0,0.608866714560109,0.69,0.3,8.0
310,0.5,30.0,300.0,0.5551374786557467,0.51,0.3,9.0
311,0.5,30.0,300.0,0.785993090943353,0.82,0.5,0.0
312,0.5,30.0,300.0,0.7638918143482851,0.85,0.5,1.0
313,0.5,30.0,300.0,0.8888513337802264,0.92,0.5,2.0
314,0.5,30.0,300.0,0.6921236769660934,0.72,0.5,3.0
315,0.5,30.0,300.0,0.8609793283002645,0.87,0.5,4.0
316,0.5,30.0,300.0,0.8255990112380538,0.86,0.5,5.0
317,0.5,30.0,300.0,0.7583695389534528,0.77,0.5,6.0
318,0.5,30.0,300.0,0.6109264250600229,0.77,0.5,7.0
319,0.5,30.0,300.0,0.7230385502841864,0.78,0.5,8.0
320,0.5,30.0,300.0,0.6895995382165526,0.72,0.5,9.0
321,0.0,30.0,1000.0,-0.007916912224051043,-0.0,0.0,0.0
322,0.0,30.0,1000.0,-0.0033597298439605795,-0.0,0.0,1.0
323,0.0,30.0,1000.0,-0.016666704528300835,-0.0,0.0,2.0
324,0.0,30.0,1000.0,-0.009352851354766845,-0.0,0.0,3.0
325,0.0,30.0,1000.0,-0.004065901942833916,-0.01,0.0,4.0
326,0.0,30.0,1000.0,-0.004688792937104269,-0.0,0.0,5.0
327,0.0,30.0,1000.0,-0.0069621872956235455,-0.0,0.0,6.0
328,0.0,30.0,1000.0,-0.011231550125763868,-0.02,0.0,7.0
329,0.0,30.0,1000.0,-0.010896823237553255,-0.08,0.0,8.0
330,0.0,30.0,1000.0,-0.0013417407203833776,-0.0,0.0,9.0
331,0.0,30.0,1000.0,0.04279028660241231,0.11,0.1,0.0
332,0.0,30.0,1000.0,0.04848437640300425,0.08,0.1,1.0
333,0.0,30.0,1000.0,0.03511334988201322,0.08,0.1,2.0
334,0.0,30.0,1000.0,0.048107504194031356,0.08,0.1,3.0
335,0.0,30.0,1000.0,0.032643271910314645,0.09,0.1,4.0
336,0.0,30.0,1000.0,0.07562984760735174,0.09,0.1,5.0
337,0.0,30.0,1000.0,0.06634868922089363,0.08,0.1,6.0
338,0.0,30.0,1000.0,0.0355127864777097,0.1,0.1,7.0
339,0.0,30.0,1000.0,0.11045680461657384,0.1,0.1,8.0
340,0.0,30.0,1000.0,0.1091773488600615,0.07,0.1,9.0
341,0.0,30.0,1000.0,0.22559317056434797,0.31,0.3,0.0
342,0.0,30.0,1000.0,0.18459022713618511,0.26,0.3,1.0
343,0.0,30.0,1000.0,0.27607813999734165,0.28,0.3,2.0
344,0.0,30.0,1000.0,0.27537732784029184,0.3,0.3,3.0
345,0.0,30.0,1000.0,0.23893429357774282,0.3,0.3,4.0
346,0.0,30.0,1000.0,0.19477629063728624,0.25,0.3,5.0
347,0.0,30.0,1000.0,0.23459869944304632,0.29,0.3,6.0
348,0.0,30.0,1000.0,0.2773408410659731,0.28,0.3,7.0
349,0.0,30.0,1000.0,0.20154715880585267,0.31,0.3,8.0
350,0.0,30.0,1000.0,0.3010861161985746,0.27,0.3,9.0
351,0.0,30.0,1000.0,0.4361385066524578,0.51,0.5,0.0
352,0.0,30.0,1000.0,0.4461522795512405,0.45,0.5,1.0
353,0.0,30.0,1000.0,0.4670635672089369,0.48,0.5,2.0
354,0.0,30.0,1000.0,0.49076579242476936,0.5,0.5,3.0
355,0.0,30.0,1000.0,0.44228584081184674,0.5,0.5,4.0
356,0.0,30.0,1000.0,0.4991491606347114,0.5,0.5,5.0
357,0.0,30.0,1000.0,0.4356372626766533,0.49,0.5,6.0
358,0.0,30.0,1000.0,0.48334529479304933,0.47,0.5,7.0
359,0.0,30.0,1000.0,0.43101984974389973,0.48,0.5,8.0
360,0.0,30.0,1000.0,0.491498965626436,0.48,0.5,9.0
361,0.1,30.0,1000.0,-0.007916912224051043,-0.0,0.0,0.0
362,0.1,30.0,1000.0,-0.0033597298439605795,-0.0,0.0,1.0
363,0.1,30.0,1000.0,-0.016666704528300835,-0.0,0.0,2.0
364,0.1,30.0,1000.0,-0.009352851354766845,-0.0,0.0,3.0
365,0.1,30.0,1000.0,-0.004065901942833916,-0.01,0.0,4.0
366,0.1,30.0,1000.0,-0.004688792937104269,-0.0,0.0,5.0
367,0.1,30.0,1000.0,-0.0069621872956235455,-0.0,0.0,6.0
368,0.1,30.0,1000.0,-0.011231550125763868,-0.02,0.0,7.0
369,0.1,30.0,1000.0,-0.010896823237553255,-0.08,0.0,8.0
370,0.1,30.0,1000.0,-0.0013417407203833776,-0.0,0.0,9.0
371,0.1,30.0,1000.0,0.054680124251560304,0.11,0.1,0.0
372,0.1,30.0,1000.0,0.06052565392436386,0.09,0.1,1.0
373,0.1,30.0,1000.0,0.037458810644429505,0.08,0.1,2.0
374,0.1,30.0,1000.0,0.05940845207270631,0.08,0.1,3.0
375,0.1,30.0,1000.0,0.042719334974522426,0.08,0.1,4.0
376,0.1,30.0,1000.0,0.08193993805634445,0.09,0.1,5.0
377,0.1,30.0,1000.0,0.08002942965557455,0.09,0.1,6.0
378,0.1,30.0,1000.0,0.041439803603427895,0.11,0.1,7.0
379,0.1,30.0,1000.0,0.11595288070415707,0.11,0.1,8.0
380,0.1,30.0,1000.0,0.11330476023940321,0.09,0.1,9.0
381,0.1,30.0,1000.0,0.24430866969106418,0.31,0.3,0.0
382,0.1,30.0,1000.0,0.17792446470603457,0.26,0.3,1.0
383,0.1,30.0,1000.0,0.29179531042605433,0.29,0.3,2.0
384,0.1,30.0,1000.0,0.30751017184543333,0.3,0.3,3.0
385,0.1,30.0,1000.0,0.25199866360557754,0.31,0.3,4.0
386,0.1,30.0,1000.0,0.21308458403504954,0.25,0.3,5.0
387,0.1,30.0,1000.0,0.2514802083422825,0.29,0.3,6.0
388,0.1,30.0,1000.0,0.2857636912740033,0.28,0.3,7.0
