,miss_perc,K,n_samples,cv_r2,test_r2,seed
63,0.1,30.0,100.0,-0.13677110505989132,-0.19,62.0
64,0.1,30.0,100.0,-0.034990410576774524,-0.02,63.0
65,0.1,30.0,100.0,-0.053335437075300154,-0.0,64.0
66,0.1,30.0,100.0,-0.23830992976556087,-0.0,65.0
67,0.1,30.0,100.0,-0.1951242073617577,-0.05,66.0
68,0.1,30.0,100.0,-0.03470095284737895,-0.11,67.0
69,0.1,30.0,100.0,-0.34984436722459733,-0.0,68.0
70,0.1,30.0,100.0,-0.08516080876958414,-0.02,69.0
71,0.1,30.0,100.0,-0.28460686776572974,-0.03,70.0
72,0.1,30.0,100.0,-0.8694283427088859,-0.0,71.0
73,0.1,30.0,100.0,-0.026762448765155655,-0.0,72.0
74,0.1,30.0,100.0,-0.12188495944491837,-0.0,73.0
75,0.1,30.0,100.0,-0.07459099262561923,-0.0,74.0
76,0.1,30.0,100.0,-0.05015087763912433,0.01,75.0
77,0.1,30.0,100.0,-0.18840077249026246,-0.0,76.0
78,0.1,30.0,100.0,-0.33406799968347106,-0.16,77.0
79,0.1,30.0,100.0,-0.0840737815450098,-0.0,78.0
80,0.1,30.0,100.0,-0.19648702187434913,-0.01,79.0
81,0.1,30.0,100.0,-0.2620626022805298,-0.05,80.0
82,0.1,30.0,100.0,-0.19932541043258767,-0.0,81.0
83,0.1,30.0,100.0,-0.647623289110048,-0.1,82.0
84,0.1,30.0,100.0,-0.07935725580165931,-0.01,83.0
85,0.1,30.0,100.0,-0.04960803252217212,-0.11,84.0
86,0.1,30.0,100.0,-0.06432881535311066,-0.04,85.0
87,0.1,30.0,100.0,-0.3193210338846261,-0.03,86.0
88,0.1,30.0,100.0,-0.03721994566464224,-0.04,87.0
89,0.1,30.0,100.0,-0.06434838707674703,-0.0,88.0
90,0.1,30.0,100.0,-0.16458333080027915,-0.12,89.0
91,0.1,30.0,100.0,-0.14435704751473427,-0.0,90.0
92,0.1,30.0,100.0,-0.14702913854356664,-0.01,91.0
93,0.1,30.0,100.0,-0.028682503518430602,-0.04,92.0
94,0.1,30.0,100.0,-0.11302127839081044,-0.02,93.0
95,0.1,30.0,100.0,-0.05929124937105605,0.04,94.0
96,0.1,30.0,100.0,-0.02570125149654965,-0.31,95.0
97,0.1,30.0,100.0,-0.05969699788089766,-0.0,96.0
98,0.1,30.0,100.0,-0.24772242741206982,-0.0,97.0
99,0.1,30.0,100.0,-0.10290505032032513,-0.17,98.0
100,0.1,30.0,100.0,-0.18644540577313934,-0.0,99.0
101,0.3,30.0,100.0,-0.19137664806124882,0.13,0.0
102,0.3,30.0,100.0,0.2196688341261143,-0.04,1.0
103,0.3,30.0,100.0,0.11379542960609848,0.02,2.0
104,0.3,30.0,100.0,0.38259456728796815,0.37,3.0
105,0.3,30.0,100.0,-0.16773290966617718,-0.13,4.0
106,0.3,30.0,100.0,0.07675393856989265,0.15,5.0
107,0.3,30.0,100.0,0.07497075297899358,0.12,6.0
108,0.3,30.0,100.0,-0.1480996897625391,-0.02,7.0
109,0.3,30.0,100.0,0.02172369527695599,-0.12,8.0
110,0.3,30.0,100.0,0.09949244455049591,0.32,9.0
111,0.3,30.0,100.0,0.14209447910524817,0.32,10.0
112,0.3,30.0,100.0,-0.027064639464013718,-0.38,11.0
113,0.3,30.0,100.0,-0.4081022680580607,-0.0,12.0
114,0.3,30.0,100.0,0.16336801708205748,0.09,13.0
115,0.3,30.0,100.0,0.2135804448293399,0.13,14.0
116,0.3,30.0,100.0,0.10319752405872747,0.02,15.0
117,0.3,30.0,100.0,-0.09537146461317154,-0.1,16.0
118,0.3,30.0,100.0,-0.0876622783460447,-0.04,17.0
119,0.3,30.0,100.0,-0.027603566989638884,-0.0,18.0
120,0.3,30.0,100.0,0.10683859646007876,0.19,19.0
121,0.3,30.0,100.0,-0.2407387455671533,-0.03,20.0
122,0.3,30.0,100.0,-0.26277101244647205,0.06,21.0
123,0.3,30.0,100.0,-0.08334734632948013,-0.01,22.0
124,0.3,30.0,100.0,0.09462305677615979,0.09,23.0
125,0.3,30.0,100.0,0.04948458771422111,0.16,24.0
126,0.3,30.0,100.0,0.08170724845793317,0.33,25.0
127,0.3,30.0,100.0,0.5256778845742295,0.45,26.0
128,0.3,30.0,100.0,-0.06442763434933885,-0.03,27.0
129,0.3,30.0,100.0,0.14004859763507482,0.27,28.0
130,0.3,30.0,100.0,-0.11322591152438832,-0.09,29.0
131,0.3,30.0,100.0,-0.16479882845919874,-0.01,30.0
132,0.3,30.0,100.0,-0.2565696854495555,-0.0,31.0
133,0.3,30.0,100.0,-0.22132311342278016,-0.07,32.0
134,0.3,30.0,100.0,0.08789801990598427,0.03,33.0
135,0.3,30.0,100.0,-0.3237688458248403,0.01,34.0
136,0.3,30.0,100.0,-0.09128064624622942,-0.04,35.0
137,0.3,30.0,100.0,-0.14078691577319727,0.02,36.0
138,0.3,30.0,100.0,-0.16681030765169114,-0.01,37.0
139,0.3,30.0,100.0,-0.08838217761102758,-0.0,38.0
140,0.3,30.0,100.0,-0.05095709555348338,0.06,39.0
141,0.3,30.0,100.0,-0.01219749078830994,0.04,40.0
142,0.3,30.0,100.0,-0.14219451693836574,-0.0,41.0
143,0.3,30.0,100.0,-0.3062292538752222,-0.03,42.0
144,0.3,30.0,100.0,-0.5954798142836795,-0.04,43.0
145,0.3,30.0,100.0,-0.07614315795308077,-0.0,44.0
146,0.3,30.0,100.0,-0.04140014329649366,0.07,45.0
147,0.3,30.0,100.0,0.08151380002354362,0.18,46.0
148,0.3,30.0,100.0,0.19411394271824242,0.12,47.0
149,0.3,30.0,100.0,0.0021781983845477805,0.11,48.0
150,0.3,30.0,100.0,-0.027467967836617445,0.02,49.0
151,0.3,30.0,100.0,0.026783090555694434,0.01,50.0
152,0.3,30.0,100.0,0.12237108246416681,0.15,51.0
153,0.3,30.0,100.0,-0.13808769450234998,-0.01,52.0
154,0.3,30.0,100.0,-0.07925750741177633,-0.05,53.0
155,0.3,30.0,100.0,-0.015562166420722523,-0.73,54.0
156,0.3,30.0,100.0,0.09864923599814641,0.16,55.0
157,0.3,30.0,100.0,-0.06853863811941543,-0.0,56.0
158,0.3,30.0,100.0,0.2134021565327771,0.21,57.0
159,0.3,30.0,100.0,-0.08914528769791094,-0.0,58.0
160,0.3,30.0,100.0,0.3291710635895563,0.01,59.0
161,0.3,30.0,100.0,-0.09523605269550953,-0.07,60.0
162,0.3,30.0,100.0,-0.07516626463033957,-0.03,61.0
163,0.3,30.0,100.0,-0.2528065412184003,-0.02,62.0
164,0.3,30.0,100.0,0.016072921056049672,0.15,63.0
165,0.3,30.0,100.0,-0.09528047253660368,0.03,64.0
166,0.3,30.0,100.0,-0.2077247986090307,-0.0,65.0
167,0.3,30.0,100.0,-0.1088280942428155,-0.05,66.0
168,0.3,30.0,100.0,0.022966926379446372,0.04,67.0
169,0.3,30.0,100.0,-0.19773617238255087,0.12,68.0
170,0.3,30.0,100.0,-0.03185864393738871,-0.0,69.0
171,0.3,30.0,100.0,-0.23273490421907966,0.05,70.0
172,0.3,30.0,100.0,-0.06193343235197566,0.21,71.0
173,0.3,30.0,100.0,-0.02337229544736319,-0.02,72.0
174,0.3,30.0,100.0,-0.3232920653393667,0.17,73.0
175,0.3,30.0,100.0,-0.04737824434320308,0.22,74.0
176,0.3,30.0,100.0,0.019962495482437247,0.13,75.0
177,0.3,30.0,100.0,-0.13076233113590968,-0.01,76.0
178,0.3,30.0,100.0,-0.2762824644135209,-0.07,77.0
179,0.3,30.0,100.0,-0.25690497201895873,-0.01,78.0
180,0.3,30.0,100.0,-0.024751821551733964,0.08,79.0
181,0.3,30.0,100.0,-0.10493465215537778,-0.01,80.0
182,0.3,30.0,100.0,-0.2276561415590741,-0.0,81.0
183,0.3,30.0,100.0,-0.28897534051736645,-0.08,82.0
184,0.3,30.0,100.0,-0.06299090003927965,-0.0,83.0
185,0.3,30.0,100.0,0.17062826731384811,0.31,84.0
186,0.3,30.0,100.0,-0.07109680438874255,0.08,85.0
187,0.3,30.0,100.0,-0.22087901371076354,-0.01,86.0
188,0.3,30.0,100.0,-0.22574982993851203,-0.0,87.0
189,0.3,30.0,100.0,-0.0884471966179948,-0.1,88.0
190,0.3,30.0,100.0,-0.14184471218337574,-0.07,89.0
191,0.3,30.0,100.0,-0.16886125562331628,0.01,90.0
192,0.3,30.0,100.0,-0.014359263280265067,0.31,91.0
193,0.3,30.0,100.0,-0.030137285060515783,0.17,92.0
194,0.3,30.0,100.0,-0.13239679345181288,0.02,93.0
195,0.3,30.0,100.0,0.010543642904256889,0.02,94.0
196,0.3,30.0,100.0,-0.05519548309859541,-0.2,95.0
197,0.3,30.0,100.0,-0.014133455684736318,0.15,96.0
198,0.3,30.0,100.0,-0.1899370686214472,-0.0,97.0
199,0.3,30.0,100.0,-0.16704105830683602,-0.2,98.0
200,0.3,30.0,100.0,-0.11284280485041939,-0.01,99.0
201,0.5,30.0,100.0,-0.08412277223712872,0.16,0.0
202,0.5,30.0,100.0,0.4589726078720073,0.15,1.0
203,0.5,30.0,100.0,0.055466802748748004,0.07,2.0
204,0.5,30.0,100.0,0.09268083853311974,0.34,3.0
205,0.5,30.0,100.0,-0.10851679665459071,-0.16,4.0
206,0.5,30.0,100.0,0.10073852773290523,0.12,5.0
207,0.5,30.0,100.0,0.15351131643743587,0.07,6.0
208,0.5,30.0,100.0,0.463978298997571,0.39,7.0
209,0.5,30.0,100.0,0.3997739612260712,0.22,8.0
210,0.5,30.0,100.0,0.11088804678248303,0.31,9.0
211,0.5,30.0,100.0,0.5248965493987354,0.23,10.0
212,0.5,30.0,100.0,0.19967774995339924,0.22,11.0
213,0.5,30.0,100.0,0.006200431908903026,0.03,12.0
214,0.5,30.0,100.0,0.5147409797438337,0.29,13.0
215,0.5,30.0,100.0,0.21775514122954517,0.35,14.0
216,0.5,30.0,100.0,0.23318435524255351,-0.04,15.0
217,0.5,30.0,100.0,0.20573260507709917,0.39,16.0
218,0.5,30.0,100.0,-0.016376283812949578,-0.01,17.0
219,0.5,30.0,100.0,0.07700955033489787,0.11,18.0
220,0.5,30.0,100.0,0.1391493985195197,0.17,19.0
221,0.5,30.0,100.0,0.10929740024706866,0.28,20.0
222,0.5,30.0,100.0,0.0527577772296679,0.2,21.0
223,0.5,30.0,100.0,-0.5153443973485595,-0.0,22.0
224,0.5,30.0,100.0,-0.0774488517665736,-0.04,23.0
225,0.5,30.0,100.0,-0.15503423445034176,-0.17,24.0
226,0.5,30.0,100.0,0.05596026966409251,0.23,25.0
227,0.5,30.0,100.0,0.1347939238946893,0.43,26.0
228,0.5,30.0,100.0,-0.18713725362519176,-0.07,27.0
229,0.5,30.0,100.0,0.014891472770867064,0.21,28.0
230,0.5,30.0,100.0,-0.137613907148523,-0.09,29.0
231,0.5,30.0,100.0,-0.17330260447675644,0.07,30.0
232,0.5,30.0,100.0,0.12082725180392648,0.23,31.0
233,0.5,30.0,100.0,-0.25326280080197505,-0.14,32.0
234,0.5,30.0,100.0,0.16105932098275463,0.13,33.0
235,0.5,30.0,100.0,-0.27397222714921987,-0.0,34.0
236,0.5,30.0,100.0,-0.015146954985851457,-0.01,35.0
237,0.5,30.0,100.0,0.10453092726555593,0.27,36.0
238,0.5,30.0,100.0,-0.18410041107388234,-0.06,37.0
239,0.5,30.0,100.0,-0.03153640948853045,0.04,38.0
240,0.5,30.0,100.0,-0.08011558066211495,0.23,39.0
241,0.5,30.0,100.0,0.03152731992990534,0.26,40.0
242,0.5,30.0,100.0,-0.1311445827608484,-0.02,41.0
243,0.5,30.0,100.0,-0.1181954721875138,0.11,42.0
244,0.5,30.0,100.0,-0.07075468489106711,-0.03,43.0
245,0.5,30.0,100.0,-0.3370823651828119,-0.03,44.0
246,0.5,30.0,100.0,-0.24328646839978427,0.05,45.0
247,0.5,30.0,100.0,0.3444772092549159,0.06,46.0
248,0.5,30.0,100.0,-0.2766827395538972,-0.0,47.0
249,0.5,30.0,100.0,-0.42277437987983235,0.28,48.0
250,0.5,30.0,100.0,0.19329456794475744,0.16,49.0
251,0.5,30.0,100.0,0.07381178134237924,0.0,50.0
252,0.5,30.0,100.0,0.24663156575042472,0.31,51.0
253,0.5,30.0,100.0,0.0839722951942756,0.12,52.0
254,0.5,30.0,100.0,0.01900709461718706,0.07,53.0
255,0.5,30.0,100.0,0.18750490809147682,-0.04,54.0
256,0.5,30.0,100.0,-0.03429252790486363,0.23,55.0
257,0.5,30.0,100.0,0.018770008014839256,0.24,56.0
258,0.5,30.0,100.0,0.35943702870055433,0.44,57.0
259,0.5,30.0,100.0,0.3452965529527435,0.2,58.0
260,0.5,30.0,100.0,0.41006417808538,0.3,59.0
261,0.5,30.0,100.0,-0.01948058614858139,0.19,60.0
262,0.5,30.0,100.0,-0.27116540476405254,-0.0,61.0
263,0.5,30.0,100.0,-0.26109027815775576,0.17,62.0
264,0.5,30.0,100.0,0.1785460436248455,0.06,63.0
265,0.5,30.0,100.0,-0.1287902328272612,-0.01,64.0
266,0.5,30.0,100.0,0.05036105833145284,0.06,65.0
267,0.5,30.0,100.0,0.08546154465289328,0.08,66.0
268,0.5,30.0,100.0,-0.021980527587466735,-0.09,67.0
269,0.5,30.0,100.0,-0.3383398045968412,-0.06,68.0
270,0.5,30.0,100.0,0.03848284472839982,0.04,69.0
271,0.5,30.0,100.0,-0.36765216436787135,0.04,70.0
272,0.5,30.0,100.0,-0.2554032249905023,0.06,71.0
273,0.5,30.0,100.0,-0.024798987698506657,0.03,72.0
274,0.5,30.0,100.0,-0.15676435044311482,0.01,73.0
275,0.5,30.0,100.0,-0.04443186308138858,0.1,74.0
276,0.5,30.0,100.0,0.06826550492408201,0.24,75.0
277,0.5,30.0,100.0,-0.23920038159039053,-0.01,76.0
278,0.5,30.0,100.0,-0.30186418724021563,-0.08,77.0
279,0.5,30.0,100.0,0.08230847413058169,0.13,78.0
280,0.5,30.0,100.0,-0.006915480253711826,0.26,79.0
281,0.5,30.0,100.0,-0.1386073739641291,0.02,80.0
282,0.5,30.0,100.0,-0.2025507595558985,-0.0,81.0
283,0.5,30.0,100.0,-0.549040269179648,-0.0,82.0
284,0.5,30.0,100.0,0.03210549621366647,0.07,83.0
285,0.5,30.0,100.0,-0.030938166769076125,0.06,84.0
286,0.5,30.0,100.0,-0.273317704665662,-0.0,85.0
287,0.5,30.0,100.0,0.13796700087730718,0.23,86.0
288,0.5,30.0,100.0,0.035454261685914326,0.16,87.0
289,0.5,30.0,100.0,0.012086949766166888,0.03,88.0
290,0.5,30.0,100.0,-0.1323153415534819,-0.01,89.0
291,0.5,30.0,100.0,0.30911336157559155,0.24,90.0
292,0.5,30.0,100.0,-0.2629976871882592,-0.0,91.0
293,0.5,30.0,100.0,0.4016734986097745,0.39,92.0
294,0.5,30.0,100.0,-0.16071917510237033,-0.01,93.0
295,0.5,30.0,100.0,-0.13410539725010454,0.08,94.0
296,0.5,30.0,100.0,-0.18998540743697806,-0.03,95.0
297,0.5,30.0,100.0,0.08155176973634229,0.17,96.0
298,0.5,30.0,100.0,-0.31154426393479023,0.16,97.0
299,0.5,30.0,100.0,0.08899289433110542,0.07,98.0
300,0.5,30.0,100.0,-0.18437864363357906,0.19,99.0
301,0.1,30.0,300.0,-0.0071604751244036535,-0.04,0.0
302,0.1,30.0,300.0,-0.043462133458922116,-0.05,1.0
303,0.1,30.0,300.0,-0.07299130715637729,-0.0,2.0
304,0.1,30.0,300.0,-0.06782209170670632,-0.05,3.0
305,0.1,30.0,300.0,-0.03993352308736538,-0.0,4.0
306,0.1,30.0,300.0,-0.03715491934513766,-0.0,5.0
307,0.1,30.0,300.0,-0.01765317443094223,-0.0,6.0
308,0.1,30.0,300.0,-0.02354272317774353,-0.01,7.0
309,0.1,30.0,300.0,-0.04662737990276704,-0.01,8.0
310,0.1,30.0,300.0,-0.009803863946843539,-0.0,9.0
311,0.1,30.0,300.0,-0.04436001296162062,-0.03,10.0
312,0.1,30.0,300.0,-0.046944041957134267,-0.02,11.0
313,0.1,30.0,300.0,-0.019995564185643033,-0.01,12.0
314,0.1,30.0,300.0,-0.025371029803159174,-0.0,13.0
315,0.1,30.0,300.0,-0.017023465218317924,-0.01,14.0
316,0.1,30.0,300.0,-0.03449696501571946,-0.09,15.0
317,0.1,30.0,300.0,-0.0515439176153071,-0.02,16.0
318,0.1,30.0,300.0,-0.07875977813049051,-0.0,17.0
319,0.1,30.0,300.0,-0.02344467704915245,-0.0,18.0
320,0.1,30.0,300.0,-0.008536090018073539,-0.0,19.0
321,0.1,30.0,300.0,-0.0175601394213043,-0.09,20.0
322,0.1,30.0,300.0,-0.025480892521256803,-0.04,21.0
323,0.1,30.0,300.0,-0.05524324859288412,-0.02,22.0
324,0.1,30.0,300.0,-0.13198352693611048,-0.0,23.0
325,0.1,30.0,300.0,-0.051121209126196596,-0.02,24.0
326,0.1,30.0,300.0,-0.012437108286207633,-0.02,25.0
327,0.1,30.0,300.0,-0.04088897911117369,-0.0,26.0
328,0.1,30.0,300.0,-0.20133649550472454,-0.03,27.0
329,0.1,30.0,300.0,-0.026652970391631347,-0.03,28.0
330,0.1,30.0,300.0,-0.02062595189726073,-0.0,29.0
331,0.1,30.0,300.0,-0.048178267883578485,-0.0,30.0
332,0.1,30.0,300.0,-0.047400372774765345,-0.0,31.0
333,0.1,30.0,300.0,-0.019521082987096428,-0.0,32.0
334,0.1,30.0,300.0,-0.03579193695297449,-0.03,33.0
335,0.1,30.0,300.0,-0.011430314632408223,-0.04,34.0
336,0.1,30.0,300.0,-0.060190580943169494,-0.0,35.0
337,0.1,30.0,300.0,-0.012709879816543012,-0.0,36.0
338,0.1,30.0,300.0,-0.13475649459913516,-0.01,37.0
339,0.1,30.0,300.0,-0.09335283326446206,-0.0,38.0
340,0.1,30.0,300.0,-0.03321812852098298,-0.05,39.0
341,0.1,30.0,300.0,-0.1527637887396522,-0.03,40.0
342,0.1,30.0,300.0,-0.04290484193908432,-0.02,41.0
343,0.1,30.0,300.0,-0.06297826839277479,-0.01,42.0
344,0.1,30.0,300.0,-0.09059362753741204,-0.03,43.0
345,0.1,30.0,300.0,-0.02782984934855337,-0.01,44.0
346,0.1,30.0,300.0,-0.02877439419286647,-0.01,45.0
347,0.1,30.0,300.0,-0.019515891937298236,-0.02,46.0
348,0.1,30.0,300.0,-0.049468217543072915,-0.02,47.0
349,0.1,30.0,300.0,-0.05240730551868426,-0.01,48.0
350,0.1,30.0,300.0,-0.027463320028511262,-0.02,49.0
351,0.1,30.0,300.0,-0.047940411319567874,-0.01,50.0
352,0.1,30.0,300.0,-0.09427652279389483,-0.0,51.0
353,0.1,30.0,300.0,-0.02024693643293176,-0.0,52.0
354,0.1,30.0,300.0,-0.07876113119384036,-0.02,53.0
355,0.1,30.0,300.0,-0.015847498398390412,-0.01,54.0
356,0.1,30.0,300.0,-0.06806704374067571,-0.0,55.0
357,0.1,30.0,300.0,-0.007981135274012252,-0.02,56.0
358,0.1,30.0,300.0,-0.035371987657475755,-0.02,57.0
359,0.1,30.0,300.0,-0.05336844765120237,-0.01,58.0
360,0.1,30.0,300.0,-0.01935954509259492,-0.04,59.0
361,0.1,30.0,300.0,-0.03944050382309876,-0.03,60.0
362,0.1,30.0,300.0,-0.028746853345268542,-0.01,61.0
363,0.1,30.0,300.0,-0.07638356578829782,-0.02,62.0
364,0.1,30.0,300.0,-0.05161928558527733,-0.0,63.0
365,0.1,30.0,300.0,-0.011114223490447595,-0.0,64.0
366,0.1,30.0,300.0,-0.024627967905203142,-0.06,65.0
367,0.1,30.0,300.0,-0.017268342748166576,-0.05,66.0
368,0.1,30.0,300.0,-0.018704361684621595,-0.01,67.0
369,0.1,30.0,300.0,-0.035924337764665325,-0.04,68.0
370,0.1,30.0,300.0,-0.07160969189064872,-0.01,69.0
371,0.1,30.0,300.0,-0.021505549176355342,-0.0,70.0
372,0.1,30.0,300.0,-0.008606652341970245,-0.0,71.0
373,0.1,30.0,300.0,-0.038604397122934266,-0.05,72.0
374,0.1,30.0,300.0,-0.020912601391028973,-0.01,73.0
375,0.1,30.0,300.0,-0.02008435209098027,-0.0,74.0
376,0.1,30.0,300.0,-0.058284425364535375,-0.01,75.0
377,0.1,30.0,300.0,-0.03379890473756162,-0.0,76.0
378,0.1,30.0,300.0,-0.010828578991740122,-0.01,77.0
379,0.1,30.0,300.0,-0.01177336804600868,-0.01,78.0
380,0.1,30.0,300.0,-0.07485280712510348,-0.01,79.0
381,0.1,30.0,300.0,-0.042813651061087164,-0.07,80.0
382,0.1,30.0,300.0,-0.02085326202052089,0.0,81.0
383,0.1,30.0,300.0,-0.031210659714600908,-0.01,82.0
384,0.1,30.0,300.0,-0.0417789784737292,-0.08,83.0
385,0.1,30.0,300.0,-0.0819652323692162,-0.02,84.0
386,0.1,30.0,300.0,-0.08994593232082511,-0.04,85.0
387,0.1,30.0,300.0,-0.060202974316860655,-0.02,86.0
388,0.1,30.0,300.0,-0.05527599753753813,-0.05,87.0
389,0.1,30.0,300.0,-0.027548684734079787,-0.0,88.0
390,0.1,30.0,300.0,-0.028722903693646808,-0.01,89.0
391,0.1,30.0,300.0,-0.047911197350712656,-0.0,90.0
392,0.1,30.0,300.0,-0.04195504940539574,0.0,91.0
393,0.1,30.0,300.0,-0.05009523116152224,-0.0,92.0
394,0.1,30.0,300.0,-0.01824770290032842,-0.01,93.0
395,0.1,30.0,300.0,-0.052795031223318745,-0.0,94.0
396,0.1,30.0,300.0,-0.031141680924619795,-0.0,95.0
397,0.1,30.0,300.0,-0.09255475921711617,-0.02,96.0
398,0.1,30.0,300.0,-0.07036966704874174,-0.07,97.0
399,0.1,30.0,300.0,-0.014724074109023632,-0.02,98.0
400,0.1,30.0,300.0,-0.06660924180321093,-0.01,99.0
401,0.3,30.0,300.0,-0.003950349236717355,-0.02,0.0
402,0.3,30.0,300.0,-0.06376477547304105,-0.02,1.0
403,0.3,30.0,300.0,-0.025397146351447474,-0.02,2.0
404,0.3,30.0,300.0,-0.043679781400414217,-0.02,3.0
405,0.3,30.0,300.0,-0.05358239833928202,-0.0,4.0
406,0.3,30.0,300.0,-0.019031243719730685,-0.01,5.0
407,0.3,30.0,300.0,-0.034691160945908,-0.0,6.0
408,0.3,30.0,300.0,0.020147941987978868,0.02,7.0
409,0.3,30.0,300.0,-0.020367803248753223,-0.0,8.0
410,0.3,30.0,300.0,-0.016503192377957852,-0.01,9.0
411,0.3,30.0,300.0,-0.04840253802684167,-0.02,10.0
412,0.3,30.0,300.0,-0.06043935209159814,-0.01,11.0
413,0.3,30.0,300.0,0.027031179419605665,0.1,12.0
414,0.3,30.0,300.0,0.04979618825117884,-0.0,13.0
415,0.3,30.0,300.0,-0.045789167124128484,-0.0,14.0
416,0.3,30.0,300.0,-0.028435538033263975,-0.03,15.0
417,0.3,30.0,300.0,-0.03283328151293437,-0.07,16.0
418,0.3,30.0,300.0,-0.047915332859426174,-0.0,17.0
419,0.3,30.0,300.0,-0.017094376194898418,-0.01,18.0
420,0.3,30.0,300.0,-0.00970636241336904,-0.0,19.0
421,0.3,30.0,300.0,-0.0330054708938806,-0.01,20.0
422,0.3,30.0,300.0,-0.014520740560770951,-0.02,21.0
423,0.3,30.0,300.0,-0.06579854742196364,-0.02,22.0
424,0.3,30.0,300.0,-0.19037472734552838,-0.01,23.0
425,0.3,30.0,300.0,-0.02074147563126343,-0.06,24.0
426,0.3,30.0,300.0,-0.03250822250264096,-0.01,25.0
427,0.3,30.0,300.0,-0.023289274642686132,-0.01,26.0
428,0.3,30.0,300.0,-0.10238884545804065,-0.01,27.0
429,0.3,30.0,300.0,-0.03983221590918906,0.01,28.0
